year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,1,2,704,9,947,26,B6,N236JB,117,JFK,MSY,192,1182,7,4
2013,1,2,704,-1,908,-5,DL,N974DL,831,LGA,DTW,90,502,7,4
2013,1,2,704,4,1142,-12,UA,N37456,1152,EWR,SJU,194,1608,7,4
2013,1,2,705,35,1209,29,AA,N3GEAA,413,JFK,SJU,197,1598,7,5
2013,1,2,705,-5,827,-23,MQ,N512MQ,3737,EWR,ORD,115,719,7,5
2013,1,2,707,-8,1022,-23,AA,N3HYAA,443,JFK,MIA,160,1089,7,7
2013,1,2,709,9,1006,-8,B6,N583JB,671,JFK,LAX,327,2475,7,9
2013,1,2,712,12,945,4,DL,N541US,1547,LGA,ATL,125,762,7,12
2013,1,2,712,12,844,12,UA,N76254,1223,LGA,ORD,127,733,7,12
2013,1,2,714,-1,1026,-9,AA,N3BAAA,825,JFK,FLL,161,1069,7,14
2013,1,2,715,-6,1013,1,B6,N625JB,987,JFK,MCO,144,944,7,15
2013,1,2,715,0,1047,-25,UA,N517UA,223,JFK,SFO,341,2586,7,15
2013,1,2,719,-1,1027,-2,UA,N33284,1526,EWR,RSW,168,1068,7,19
2013,1,2,720,80,905,90,MQ,N520MQ,3768,EWR,ORD,112,719,7,20
2013,1,2,722,-3,949,-41,AS,N592AS,11,EWR,SEA,314,2402,7,22
2013,1,2,723,10,846,-3,UA,N529UA,393,EWR,ORD,114,719,7,23
2013,1,2,724,-6,1039,-36,VX,N847VA,11,JFK,SFO,344,2586,7,24
2013,1,2,727,42,1024,-4,UA,N820UA,277,EWR,SNA,338,2434,7,27
2013,1,2,728,-2,1001,9,UA,N413UA,311,EWR,DEN,251,1605,7,28
2013,1,2,729,9,846,6,FL,N982AT,850,LGA,MKE,113,738,7,29
2013,1,2,729,0,1047,8,B6,N645JB,1601,LGA,RSW,168,1080,7,29
2013,1,2,729,-1,1011,-45,DL,N3768,495,JFK,SEA,309,2422,7,29
2013,1,2,730,15,1206,0,B6,N559JB,715,JFK,SJU,187,1598,7,30
2013,1,2,732,2,1105,5,AA,N322AA,33,JFK,LAX,351,2475,7,32
2013,1,2,732,-4,914,24,B6,N506JB,44,JFK,SYR,50,209,7,32
2013,1,2,732,0,1047,7,UA,N73291,1509,LGA,IAH,230,1416,7,32
2013,1,2,733,-2,902,4,B6,N337JB,20,JFK,ROC,57,264,7,33
2013,1,2,733,-4,1043,-30,B6,N804JB,643,JFK,SFO,335,2586,7,33
2013,1,2,734,34,1045,20,WN,N485WN,20,EWR,HOU,235,1411,7,34
2013,1,2,734,2,844,-9,UA,N37408,1199,EWR,BOS,34,200,7,34
2013,1,2,737,-8,1042,6,B6,N504JB,983,LGA,TPA,162,1010,7,37
2013,1,2,738,-7,926,-4,AA,N528AA,309,LGA,ORD,121,733,7,38
2013,1,2,739,-6,1116,-9,AA,N325AA,59,JFK,SFO,353,2586,7,39
2013,1,2,739,4,1033,2,UA,N19117,1296,EWR,MCO,144,937,7,39
2013,1,2,740,0,1025,10,WN,N468WN,1581,LGA,DEN,263,1620,7,40
2013,1,2,741,-2,932,12,EV,N14542,4348,EWR,GSO,94,445,7,41
2013,1,2,741,1,1005,-14,UA,N533UA,328,LGA,DEN,220,1620,7,41
2013,1,2,743,-2,858,1,9E,N902XJ,3373,JFK,PHL,30,94,7,43
2013,1,2,744,14,1017,10,DL,N989DL,807,EWR,ATL,128,746,7,44
2013,1,2,745,15,1112,32,AA,N455AA,715,LGA,DFW,244,1389,7,45
2013,1,2,745,-1,1118,-11,UA,N37287,1668,EWR,SFO,350,2565,7,45
2013,1,2,747,-2,1051,-3,B6,N508JB,341,JFK,SRQ,167,1041,7,47
2013,1,2,750,25,1048,28,UA,N79521,1724,EWR,PBI,151,1023,8,50
2013,1,2,751,-9,942,-3,9E,N8869B,3643,JFK,PIT,68,340,8,51
2013,1,2,752,-8,956,-3,EV,N11536,4166,EWR,GSP,109,594,8,52
2013,1,2,752,-8,912,-6,EV,N21130,4233,EWR,BTV,49,266,8,52
2013,1,2,752,7,1055,13,UA,N430UA,251,EWR,IAH,215,1400,8,52
2013,1,2,754,79,900,75,EV,N22909,4241,EWR,DCA,46,199,8,54
2013,1,2,754,-1,1055,-4,DL,N361NW,2263,LGA,MCO,143,950,8,54
2013,1,2,755,-5,1100,6,B6,N703JB,517,EWR,MCO,146,937,8,55
2013,1,2,755,-5,1048,-18,B6,N509JB,3,JFK,FLL,155,1069,8,55
2013,1,2,755,-4,1037,-2,DL,N660DL,2047,LGA,ATL,123,762,8,55
2013,1,2,757,-3,1058,-29,DL,N918DL,1843,JFK,MIA,155,1089,8,57
2013,1,2,757,-2,1018,19,US,N537UW,1733,LGA,CLT,106,544,8,57
2013,1,2,758,3,1052,-18,AA,N3CNAA,2267,LGA,MIA,160,1096,8,58
2013,1,2,759,-6,901,-18,B6,N309JB,1172,EWR,BOS,38,200,8,59
2013,1,2,800,-10,1102,-14,DL,N995DL,1959,JFK,MCO,143,944,8,0
2013,1,2,801,31,1136,56,AA,N487AA,2083,EWR,DFW,241,1372,8,1
2013,1,2,801,-9,951,-4,MQ,N837MQ,4406,JFK,RDU,86,427,8,1
2013,1,2,804,-1,1039,-31,UA,N528UA,423,EWR,PDX,310,2434,8,4
2013,1,2,806,-4,1300,-15,AA,N5FTAA,655,JFK,STT,193,1623,8,6
2013,1,2,807,-3,1133,4,DL,N322US,1271,JFK,FLL,170,1069,8,7
2013,1,2,808,-2,1049,4,DL,N971DL,269,JFK,ATL,124,760,8,8
2013,1,2,808,-7,1020,4,US,N656AW,675,EWR,CLT,107,529,8,8
2013,1,2,809,-1,950,2,B6,N304JB,1051,JFK,PIT,71,340,8,9
